facility_name,lat,lon,max_capacity,full_address,city,property_type
Savannah's Little Explorers Child Care,50.112894,-120.795618,266.0,"1733 Granite Ave, Merritt, BC",Merritt,Daycare
Savona Early Learning Center,50.754,-120.84016,256.0,"600 Tingley St, Savona, BC",Savona,Daycare
Savona Elementary,50.7540095,-120.8414253,145.0,"PO Box 170, Savona, BC",Savona,Elementary Public School
Savory Elementary,48.4485223,-123.4852089,240.0,"2721 Grainger Rd, Victoria, BC",Victoria,Elementary Public School
Saw-Whet Out-Of-School Child Care Centre,49.259987,-123.236814,132.0,"2850 A Salmo Ct, Vancouver, BC",Vancouver,Daycare
Sayward Elem-Jr Secondary,50.3772097,-125.9574701,345.0,"PO Box 40, Sayward, BC",Sayward,Elementary Public School
Sbc Kids Preschool,49.600379,-119.683643,243.0,"Room 27-10318 Elliott St, Summerland, BC",Summerland,Daycare
Scallywags Childcare,49.139619,-121.969404,262.0,"7561 Sapphire Dr, Chilliwack, BC",Chilliwack,Daycare
Schola Bohemia Services,49.270326,-122.764996,170.0,"3151 York St, Port Coquitlam, BC",Port Coquitlam,Daycare
School House Daycare,49.240472,-122.827807,172.0,"2273 Sorrento Dr, Coquitlam, BC",Coquitlam,Daycare
School Of Early Learning,49.269817,-122.790112,269.0,"103 3200 Westwood St, Port Coquitlam, BC",Port Coquitlam,Daycare
School Of Little Fish Daycare,49.615387,-117.072914,189.0,"5799 Longbeach Rd, Nelson, BC",Nelson,Daycare
Scooby-Doo's Family Daycare,48.434046,-123.384025,148.0,"221 Edward St, Victoria, BC",Victoria,Daycare
Scott Creek Middle School,49.2847537,-122.8132028,650.0,"1240 Lansdowne Dr, Coquitlam, BC",Coquitlam,Middle School Public School
Scribbles & Dribbles Family Childcare,49.166887,-121.9407,130.0,"9070 Garden Dr, Chilliwack, BC",Chilliwack,Daycare
"Scuola D'infanzia ""L'albero Magico""",49.256973,-123.050556,147.0,"3075 Slocan St, Vancouver, BC",Vancouver,Daycare
Sea Otter ymca Child Care Centre,49.221217,-122.907725,224.0,"65 E Sixth Ave., New Westminister, BC",New Westminister,Daycare
Sea Stars Child Care,49.979318,-125.224768,155.0,"1677 Brook Cres, Campbell River, BC",Campbell River,Daycare
Sea View Elementary School,50.4287252,-127.4868329,270.0,"PO Box 260, Port Alice, BC",Port Alice,Elementary Public School
Sea to Sky Alternative School,49.6950631,-123.1428663,,"PO Box 99, Squamish, BC",Squamish,Secondary Public School
Sea to Sky Montessori School,49.7263026,-123.1392704,,"103-42000 Loggers Lane, Squamish, BC",Squamish,Elementary Independent School
Sea to Sky Online School,49.6950631,-123.1428663,,"PO Box 640, Squamish, BC",Squamish,Secondary Public School
Seabird Island Early Childhood Centre Of Excellence,49.253914,-121.735689,153.0,"8250 Charles Dr, Agassiz, BC",Agassiz,Daycare
Seabird Island Millenium Hall,49.252749,-121.735703,278.0,"2736 Sqewqel Dr, Agassiz, BC",Agassiz,Daycare
Seafair Education Centre,49.148763,-123.180356,152.0,"4071 Francis Rd, Richmond, BC",Richmond,Daycare
Seafair Montessori Academy,49.148059,-123.182358,101.0,"160-3920 Francis Rd, Richmond, BC",Richmond,Daycare
Seamless Day K Before And After School Childcare Program,49.03046,-118.450441,178.0,"1200 Central Ave, Grand Forks, BC",Grand Forks,Daycare
Seaquam Secondary,49.1264214,-122.9022579,1350.0,"11584 Lyon Rd, Delta, BC",Delta,Secondary Public School
Seaside Children's Centre,49.772876,-124.427768,202.0,"9195 Highway 101, Powell River, BC",Powell River,Daycare
Seaside Children's Centre,49.772876,-124.427768,234.0,"9195 Highway 101, Powell River, BC",Powell River,Daycare
Seaside Children's Centre,49.772876,-124.427768,243.0,"9195 Highway 101, Powell River, BC",Powell River,Daycare
Season Explorations Childcare,49.244239,-123.060566,151.0,"4534 Gladstone St, Vancouver, BC",Vancouver,Daycare
Seaview Child Care Centre,49.031358,-122.816487,267.0,"14633 16 Ave, Surrey, BC",Surrey,Daycare
Seaview Community School,49.2804754,-122.8782773,415.0,"1215 Cecile Dr, Port Moody, BC",Port Moody,Elementary Public School
Seaview Elementary,49.2500036,-124.0773374,320.0,"PO Box 340, Lantzville, BC",Lantzville,Elementary Public School
Second Home Multi-Age Childcare,49.190154,-121.93777,203.0,"46504 Gilbert Ave, Chilliwack, BC",Chilliwack,Daycare
Second Nature Childcare Centre Classroom A,49.836463,-124.520259,143.0,"4454 Joyce Ave, Powell River, BC",Powell River,Daycare
Second Nature Childcare Centre Classroom B,49.836463,-124.520259,221.0,"4454 Joyce Ave, Powell River, BC",Powell River,Daycare
Second Nature Childcare Centre Classroom D,49.836466,-124.520253,183.0,"4454 Joyce Ave, Powell River, BC",Powell River,Daycare
Second Nature Childcare Centre Inc. - Building B,49.836279,-124.52037,182.0,"4446 Joyce Ave, Powell River, BC",Powell River,Daycare
Second Street Community Elementary,49.2275654,-122.9271544,460.0,"7502 2nd St, Burnaby, BC",Burnaby,Elementary Public School
Secondaire Brooks,49.8629404,-124.5420271,50.0,"4368 Michigan Ave, Powell River, BC",Powell River,Secondary Public School
Secondaire Carihi,50.0136963,-125.2502465,50.0,"1102 Alder St S, Campbell River, BC",Campbell River,Secondary Public School
Secondaire Chatelech,49.4724316,-123.7689461,50.0,"5538 Shorncliffe, Sechelt, BC",Sechelt,Secondary Public School
Secondaire Duchess-Park,53.9161314,-122.757402,50.0,"2641 Ellison Drive, Prince George, BC",Prince George,Secondary Public School
Secondaire Jules-Verne,49.2365631,-123.1230019,500.0,"5445 Baillie St, Vancouver, BC",Vancouver,Elementary-Secondary Public School
Secondaire de Nanaimo,49.1610794,-123.961769,50.0,"1951 Estevan Road, Nanaimo, BC",Nanaimo,Secondary Public School
Secondaire de Nelson,49.5011502,-117.2721215,50.0,"2780 3a Hwy, Nelson, BC",Nelson,Secondary Public School
Secondaire de Penticton,49.4922161,-119.5869445,50.0,"1213 Debeck Road, Penticton, BC",Penticton,Secondary Public School
Secondaire de Revelstoke,50.9910745,-118.1988367,50.0,"1950 Park Drive, Revelstoke, BC",Revelstoke,Secondary Public School
Secord Out Of School Care,49.261736,-123.060735,217.0,"2500 Lakewood Dr, Vancouver, BC",Vancouver,Daycare
Secret Garden Daycare,50.224029,-119.319941,235.0,"651 Commonage Rd, Vernon, BC",Vernon,Daycare
Secret Heart Academy,49.107858,-122.663987,203.0,"110&112-5769 201A St, Langley, BC",Langley,Daycare
Secret Heart Academy Aldergrove,49.058055,-122.46016,161.0,"27595 Fraser Hwy, Aldergrove, BC",Aldergrove,Daycare
Secret Heart Academy Sullivan,49.109201,-122.800682,93.0,"5872 152 St, Surrey, BC",Surrey,Daycare
Seed To Sapling Childcare,49.924168,-125.185792,270.0,"3934 Wavecrest Rd, Campbell River, BC",Campbell River,Daycare
Seedlings Daycare,48.44427,-123.311103,92.0,"3025 Cadboro Bay Rd, Victoria, BC",Victoria,Daycare
Seedlings Early Childhood Development Hub,49.167099,-123.13543,180.0,"6380 No. 3 Rd, Richmond, BC",Richmond,Daycare
Seedlings Early Childhood Development Hub,49.167099,-123.13543,199.0,"6380 No. 3 Rd, Richmond, BC",Richmond,Daycare
Seedlings Early Childhood Development Hub,49.167099,-123.13543,200.0,"6380 No. 3 Rd, Richmond, BC",Richmond,Daycare
Seedlings Early Childhood Development Hub,49.167099,-123.13543,238.0,"6380 No. 3 Rd, Richmond, BC",Richmond,Daycare
Seedlings Forest Education Preschool,48.430704,-123.344487,181.0,"1310 Gladstone Ave, Victoria, BC",Victoria,Daycare
Seeds And Roots Montessori,49.206975,-122.9429,185.0,"1630 Edinburgh St, New Westminster, BC",New Westminster,Daycare
Seeds Family Day Care,49.233973,-123.006843,191.0,"4378 Sardis St, Burnaby, BC",Burnaby,Daycare
Sehaj Childcare Centre,49.065478,-122.352547,296.0,"31475 Ridgeview Dr, Abbotsford, BC",Abbotsford,Daycare
Seksik Early Care And Learning Centre,49.282114,-123.091912,152.0,"570 Cordova St E, Vancouver, BC",Vancouver,Daycare
Seksik Early Care And Learning Centre,49.282114,-123.091906,180.0,"570 E. Cordova Street, Vancouver, BC",Vancouver,Daycare
SelfDesign Learning Community (DL),49.2675581,-123.1990188,,"PO Box 74560 Rpo Kitsilano, Vancouver, BC",Vancouver,Elementary-Secondary Independent School
Selkirk Montessori School,48.4408848,-123.3784943,,"2970 Jutland Rd, Victoria, BC",Victoria,Elementary Jr. Secondary Independent School
Selkirk Montessori School,48.440894,-123.378507,200.0,"2970 Jutland Rd, Victoria, BC",Victoria,Daycare
Selkirk Out Of School Care,49.249678,-123.068778,204.0,"1750 22Nd Ave E, Vancouver, BC",Vancouver,Daycare
Selkirk Secondary School,49.686636,-115.9801132,525.0,"405 Halpin St, Kimberley, BC",Kimberley,Secondary Public School
Semiahmoo Junior Kindergarten,49.031359,-122.816482,278.0,"14633 16 Ave, Surrey, BC",Surrey,Daycare
Semiahmoo Secondary,49.0351116,-122.8129712,1300.0,"1785 148 St, Surrey, BC",Surrey,Elementary Public School
Semiahmoo Trail Elementary,49.0576882,-122.8194026,540.0,"3040 145a St, Surrey, BC",Surrey,Elementary Public School
Seminary of Christ the King,49.156252,-122.274239,,"PO Box 3310, Mission, BC",Mission,Secondary Independent School
Semá:th Elementary School,49.0171994,-122.218884,245.0,"36321 Vye Rd, Abbotsford, BC",Abbotsford,Elementary Public School
Senator Reid Elementary,49.1726523,-122.8738906,565.0,"9341 126 St, Surrey, BC",Surrey,Elementary Public School
Senpaq'cin School,49.17973615,-119.5250364,,"1156 Senpokchin Blvd, Oliver, BC",Oliver,Elementary Independent School
Sense Of Place Youth Project Ltd - North Oyster,49.044021,-123.846388,283.0,"13467 Cedar Rd, Ladysmith, BC",Ladysmith,Daycare
Sensisyusten House of Learning,49.8404442,-119.5963871,,"1920 Quail Lane, Westbank, BC",Westbank,Elementary Independent School
Sentinel Secondary,49.3448831,-123.1506215,900.0,"1250 Chartwell Dr, West Vancouver, BC",West Vancouver,Elementary Public School
Sepehr Child Care Services Co.,49.34415,-123.085959,224.0,"634 Silverdale Pl, North Vancouver, BC",North Vancouver,Daycare
Sequoia Centre,49.4498938,-117.5596057,,"PO Box 99, South Slocan, BC",South Slocan,Secondary Public School
Sequoia Children's Learning Community,49.125574,-123.103822,186.0,"12151 Shell Rd, Richmond, BC",Richmond,Daycare
Sequoia Children's Learning Community,49.125574,-123.103822,256.0,"12151 Shell Rd, Richmond, BC",Richmond,Daycare
Serendipity Child Care Centre,49.621871,-124.025231,130.0,"12952 Madeira Park Rd, Madeira Park, BC",Madeira Park,Daycare
Serendipity Early Years Centre,50.038898,-119.38832,221.0,"10758 Cheryl Crt, Lake Country, BC",Lake Country,Daycare
Serpentine Heights Elementary,49.173164,-122.7754479,465.0,"16126 93a Ave, Surrey, BC",Surrey,Elementary Public School
"Service De Garde ""Le Parasol""",49.219264,-123.046392,181.0,"7051 Killarney St, Vancouver, BC",Vancouver,Daycare
"Service De Garde ""Le Petit Jardin""",49.266214,-123.044926,187.0,"2882 4Th Ave E, Vancouver, BC",Vancouver,Daycare
Service De Garde Des Enfants Creatifs,49.128386,-122.856904,136.0,"6887 132Nd St, Surrey, BC",Surrey,Daycare
Service De Garde Franco-Amis,53.906706,-122.771486,214.0,"2641 Ellison Dr, Prince George, BC",Prince George,Daycare
Service De Garde La Marelle,49.21093,-123.11943,253.0,"590 65Th Ave W, Vancouver, BC",Vancouver,Daycare
Service De Garde Les Aventuriers,49.248983,-123.195114,243.0,"4275 Crown St, Vancouver, BC",Vancouver,Daycare
Service De Garde Les Copains,49.236197,-123.122479,160.0,"Service De Garde V'la L'bon Vent, Vancouver, BC",Vancouver,Daycare
Sesisej Childcare Centre,48.583714,-123.416104,72.0,"7420 Veyaness Rd, Saanichton, BC",Saanichton,Daycare
Seven Colours Daycare,49.054595,-122.365782,149.0,"2858 Gardner Crt, Abbotsford, BC",Abbotsford,Daycare
Seven Senses Nature Learning School,49.013183,-123.073212,143.0,"5431 5B Ave, Delta, BC",Delta,Daycare
Seven Star Daycare,49.125693,-122.692604,176.0,"19145 67A Ave, Surrey, BC",Surrey,Daycare
Seven Tiny Toes Childcare,53.870409,-122.783673,152.0,"4427 Wheeler Rd, Prince George, BC",Prince George,Daycare
Sexsmith Community Preschool,49.217202,-123.108384,248.0,"7410 Columbia St, Vancouver, BC",Vancouver,Daycare
Seycove Secondary Community,49.318,-122.9513359,700.0,"1204 Caledonia Ave, North Vancouver, BC",North Vancouver,Secondary Public School
Seymour Heights Elementary,49.3190084,-123.000555,270.0,"2640 Carnation St, North Vancouver, BC",North Vancouver,Elementary Public School
Seymour Montessori Academy,50.674733,-120.322745,137.0,"753 Seymour St, Kamloops, BC",Kamloops,Daycare
Shackan Indian Band Fire Hall [TEST SITE],50.29296787,-121.1750565,115.0,"6586 BC-8 Shackan 11, Thompson-Nicola, BC",Thompson-Nicola,Daycare
Shaeas Daycare,49.88468,-119.375376,156.0,"420 Brighton Rd, Kelowna, BC",Kelowna,Daycare
Shalom Day Care,48.427422,-123.361364,150.0,"1461 Blanshard, Victoria, BC",Victoria,Daycare
Shalom Daycare,48.44348,-123.337574,264.0,"1537 Hillside Ave, Victoria, BC",Victoria,Daycare
Shan's Family Child Care,49.209065,-123.97688,255.0,"1680 Bowstring Close, Nanaimo, BC",Nanaimo,Daycare
Shannon Day Care,49.203994,-123.133622,228.0,"290-1200 73Rd Ave W, Vancouver, BC",Vancouver,Daycare
Shannon Day Care,49.203996,-123.133619,142.0,"290 1200 West 73Rd Ave, Vancouver, BC",Vancouver,Daycare
Shannon Lake Elementary,49.8523709,-119.6133229,405.0,"3044 Sandstone Dr, West Kelowna, BC",West Kelowna,Elementary Public School
Shannon Lake Preschool,49.856194,-119.608041,135.0,"118 2220 Shannon Ridge Dr, Westbank, BC",Westbank,Daycare
Shannon Woods Childcare,49.870494,-119.606877,158.0,"2162 Shannon Woods Way, West Kelowna, BC",West Kelowna,Daycare
Sharon's Family Child Care,49.145255,-122.899124,77.0,"7815 117 St, Delta, BC",Delta,Daycare
Shas Ti Kelly Road Secondary,53.9968927,-122.8014408,900.0,"7405 Kelly Rd S, Prince George, BC",Prince George,Secondary Public School
Shaughnessy Elementary,49.2484441,-123.1436754,465.0,"4250 Marguerite St, Vancouver, BC",Vancouver,Elementary Public School
Shaughnessy Heights Early Learning Centre,49.241585,-123.14108,233.0,"1550 33Rd Ave W, Vancouver, BC",Vancouver,Daycare
Shaughnessy Heights Out Of School Care,49.241585,-123.14108,137.0,"1550 33Rd Ave W, Vancouver, BC",Vancouver,Daycare
Shaughnessy Point Grey Out Of School Care Centre,49.237313,-123.151949,337.0,"5300 Maple St, Vancouver, BC",Vancouver,Daycare
Shawnigan Christian Early Learning Program,48.6519,-123.610731,247.0,"1603 Wilmot Rd, Shawnigan Lake, BC",Shawnigan Lake,Daycare
Shawnigan Lake,48.6564907,-123.6387351,,"1975 Renfrew Rd, Shawnigan Lake, BC",Shawnigan Lake,Secondary Independent School
Shawnigan Lake Community Centre Childcare,48.65437,-123.624824,249.0,"1801 Shawnigan Mill Bay Rd, Shawnigan Lake, BC",Shawnigan Lake,Daycare
Shawnigan Lake Montessori Child Care,48.655072,-123.637594,188.0,"1979C Renfrew Rd, Shawnigan Lake, BC",Shawnigan Lake,Daycare
Shearwater Elementary,52.3539657,-127.6935623,50.0,"808 Mackay Street, Bella Coola, BC",Bella Coola,Elementary Public School
Sheila's Family Day Care,50.669396,-120.307878,196.0,"1341 Pine Cres, Kamloops, BC",Kamloops,Daycare
Shelley's Family Daycare,49.266202,-122.767885,260.0,"1926 Suffolk Ave, Port Coquitlam, BC",Port Coquitlam,Daycare
Shelley's Place,49.174581,-122.785827,151.0,"9468 157A St, Surrey, BC",Surrey,Daycare
Sherri's Daycare,49.28063,-122.764759,223.0,"3806 Clematis Cres, Port Coquitlam, BC",Port Coquitlam,Daycare
Sherri's Place,48.450105,-123.485094,151.0,"528 Atkins Rd, Victoria, BC",Victoria,Daycare
Sherry's Family Daycare,48.906409,-123.527622,178.0,"215 Maliview Dr, Salt Spring Island, BC",Salt Spring Island,Daycare
Sherwood Forest,53.917963,-122.787241,183.0,"856 Warren Ave, Prince George, BC",Prince George,Daycare
Sherwood Park Elementary,49.3074192,-122.9591143,590.0,"4085 Dollar Rd, North Vancouver, BC",North Vancouver,Elementary Public School
Shine & Grow Learning Centre,49.329875,-123.063331,252.0,"359 23Rd St E, North Vancouver, BC",North Vancouver,Daycare
Shine & Grow Learning Centre,49.329875,-123.063331,259.0,"359 23Rd St E, North Vancouver, BC",North Vancouver,Daycare
Shine Bright Childcare,48.733974,-123.622035,164.0,"4601 George Rd, Cowichan Bay, BC",Cowichan Bay,Daycare
Shine Bright Northern Tykes Daycare,55.756304,-120.236732,155.0,"10500 13 St, Dawson Creek, BC",Dawson Creek,Daycare
Shine Star Family Daycare,53.893147,-122.793425,246.0,"3794 Shane Cres, Prince George, BC",Prince George,Daycare
Shining Smile,49.25384,-123.158699,217.0,"W 21St-2325 21St Ave W, Vancouver, BC",Vancouver,Daycare
Shining Smile Childcare Centre,49.243076,-123.130453,168.0,"4749 Osler St, Vancouver, BC",Vancouver,Daycare
Shining Star Child Care Centre,49.256494,-124.808632,121.0,"4409 Gertrude St, Port Alberni, BC",Port Alberni,Daycare
Shining Stars Family Daycare,49.193089,-121.932173,209.0,"46706 Teton Ave, Chilliwack, BC",Chilliwack,Daycare
Shiny Days Family Child Care,49.277761,-123.127787,129.0,"304 1205 Howe St, Vancouver, BC",Vancouver,Daycare
Shirley's Daycare,52.975318,-122.478697,175.0,"1210 Graham Ave, Quesnel, BC",Quesnel,Daycare
Shooting Star Play Centre,49.74356,-123.13143,132.0,"2020 Starview Pl, Garibaldi Highlands, BC",Garibaldi Highlands,Daycare
Shoreline Community Middle School,48.4532723,-123.4276632,575.0,"2750 Shoreline Dr, Victoria, BC",Victoria,Middle School Public School
Shortreed Community School,49.0523427,-122.4662583,470.0,"27330 28 Ave, Aldergrove, BC",Aldergrove,Elementary Public School
Shortreed Elementary Before And After School Care,49.052343,-122.466258,300.0,"27330 28 Ave, Aldergrove, BC",Aldergrove,Daycare
Shreya Academic Centre Ltd.,49.059903,-122.340256,248.0,"3180 Crown Crt, Abbotsford, BC",Abbotsford,Daycare
Shuswap Explorers,50.879224,-119.476277,199.0,"1135 Passchendaele Rd, Sorrento, BC",Sorrento,Daycare
Shuswap Kids Club Osc,50.704575,-119.270475,171.0,"1271 6 Ave Ne, Salmon Arm, BC",Salmon Arm,Daycare
Shuswap Middle School,50.6974636,-119.25198,650.0,"PO Box 1090 Stn Main, Salmon Arm, BC",Salmon Arm,Middle School Public School
Shuswap SDA,50.7431999,-119.2474701,,"3270 B 60th Ave Ne, Salmon Arm, BC",Salmon Arm,Elementary Jr. Secondary Independent School
Sicamous Preschool,50.833839,-118.978328,191.0,"1121 Eagle Pass Way, Sicamous, BC",Sicamous,Daycare
Sidekicks Childcare Centre,49.239262,-122.850757,216.0,"1550 Booth Ave, Coquitlam, BC",Coquitlam,Daycare
Sidney Elementary,48.6520649,-123.4049209,415.0,"2281 Henry Ave, Sidney, BC",Sidney,Elementary Public School
Sidney Preschool,48.640695,-123.40445,125.0,"2295 Weiler Ave, Sidney, BC",Sidney,Daycare
Sigma,49.2167229,-122.9298346,,"820 Sixth Street, New Westminster, BC",New Westminster,Secondary Public School
Signal Hill Elementary,50.3190836,-122.8037567,540.0,"1410 Portage Rd, Pemberton, BC",Pemberton,Elementary Public School
Sikh Academy,49.1576083,-122.8650045,,"12895-85 Ave, Surrey, BC",Surrey,Elementary Jr. Secondary Independent School
Silly Monkeys Childcare,49.281732,-117.659945,274.0,"1250 26Th St, Castlegar, BC",Castlegar,Daycare
Silly Moose Academy,49.297896,-122.815902,229.0,"2641 Panorama Dr, Coquitlam, BC",Coquitlam,Daycare
Silver Creek Elementary,49.3622238,-121.4634041,220.0,"PO Box 670, Hope, BC",Hope,Elementary Public School
Silver Creek Elementary School,50.591695,-119.36309,158.0,"935 Salmon River Rd, Salmon Arm, BC",Salmon Arm,Daycare
Silver Creek Elementary Secondary,50.59168,-119.3643842,145.0,"935 Salmon River Rd, Salmon Arm, BC",Salmon Arm,Elementary Jr. Secondary Public School
Silver Moon Family Child Care,49.246496,-123.047885,176.0,"2771 27Th Ave E, Vancouver, BC",Vancouver,Daycare
Silver Ridge Montessori,49.15488,-122.751122,227.0,"8376 170Th St, Surrey, BC",Surrey,Daycare
Silver Ridge Montessori #2,49.12487,-122.714542,183.0,"18357 67A Ave, Surrey, BC",Surrey,Daycare
Silver Ridge Montessori #3,49.126789,-122.730806,197.0,"17761 68 St, Surrey, BC",Surrey,Daycare
Silver Star Elementary,50.2674624,-119.2505599,465.0,"1401-35 Ave, Vernon, BC",Vernon,Elementary Public School
Silverdale Elementary,49.1634306,-122.4006803,220.0,"29715 Donatelli Ave, Mission, BC",Mission,Elementary Public School
Silverthorne Elementary,54.3976853,-126.6450658,245.0,"PO Box 430, Houston, BC",Houston,Elementary Public School
Similkameen Elem-Secondary,49.2100614,-119.8188656,625.0,"830 2nd Ave, Keremeos, BC",Keremeos,Elementary-Secondary Public School
Similkameen Secondary Alt,49.2100614,-119.8188656,,"830 2nd Ave, Keremeos, BC",Keremeos,Secondary Public School
Simon Cunningham Elementary,49.1731279,-122.8343507,635.0,"9380 140 St, Surrey, BC",Surrey,Elementary Public School
Simon Fraser Elementary,49.257178,-123.108386,195.0,"100 15th Ave W, Vancouver, BC",Vancouver,Elementary Public School
Simonds Elementary,49.0885935,-122.6646828,390.0,"20190 48 Ave, Langley, BC",Langley,Elementary Public School
Simple Wonders Okanagan Childcare,49.895068,-119.380324,81.0,"410 Hardie Rd, Kelowna, BC",Kelowna,Daycare
Simply Fun Finlayson,48.446911,-123.352486,165.0,"3069 Highview St, Victoria, BC",Victoria,Daycare
Simply Fun Gordon Head,48.489641,-123.328203,211.0,"1620 Wycliffe Pl, Victoria, BC",Victoria,Daycare
Simply Fun Hillside,48.453339,-123.331551,144.0,"3365 Kingsley Pl, Victoria, BC",Victoria,Daycare
Simply Fun Mckenzie,48.467053,-123.327535,183.0,"1715 Garnet Rd, Victoria, BC",Victoria,Daycare
Simply Fun Mckenzie 2,48.466097,-123.325753,173.0,"3924 Onyx Pl, Victoria, BC",Victoria,Daycare
Simply Fun Mckenzie Twin,48.467048,-123.327711,135.0,"1713 Garnet Rd, Victoria, BC",Victoria,Daycare
Simply Fun Shelbourne,48.451329,-123.332299,184.0,"3308 Kingsley St, Victoria, BC",Victoria,Daycare
Simply Kids Childcare Centre,49.123041,-122.663926,260.0,"20211 66Th Ave, Langley, BC",Langley,Daycare
Simply Kids Early Learning Society,49.149051,-122.651793,57.0,"20611 80 Ave, Langley, BC",Langley,Daycare
Sing And Smile Child Care Ltd,49.152413,-122.889027,177.0,"101103104105 12057 82 Ave, Surrey, BC",Surrey,Daycare
Singing Frog Aboriginal Head Start,49.266113,-123.074609,162.0,"2150 mclean Dr, Vancouver, BC",Vancouver,Daycare
Sinkut View Elementary,54.0284632,-124.036385,125.0,"3348 Sinkut View Rd, Vanderhoof, BC",Vanderhoof,Elementary Public School
Sinoah's Ark,49.051171,-122.260831,281.0,"2748 Sandon Dr, Abbotsford, BC",Abbotsford,Daycare
Sir Alexander Mackenzie Elementary,49.234683,-123.0863388,635.0,"960 39th Ave E, Vancouver, BC",Vancouver,Elementary Public School
Sir Alexander Mackenzie Secondary,52.3871638,-126.5399389,200.0,"Po Bag 800, Hagensborg, BC",Hagensborg,Elementary Public School
Sir Charles Kingsford-Smith,49.2213975,-123.0557392,415.0,"6901 Elliott St, Vancouver, BC",Vancouver,Elementary Public School
Sir Charles Tupper Secondary,49.2494436,-123.0944201,1500.0,"419 24th Ave E, Vancouver, BC",Vancouver,Secondary Public School
Sir James Douglas Annex,49.2150136,-123.0730518,190.0,"7668 Borden St, Vancouver, BC",Vancouver,Elementary Public School
Sir James Douglas Elementary,48.4155344,-123.3477129,480.0,"401 Moss St, Victoria, BC",Victoria,Elementary Public School
Sir James Douglas Elementary,49.2150136,-123.0730518,605.0,"2150 Brigadoon Ave, Vancouver, BC",Vancouver,Elementary Public School
Sir James Douglas Out Of School Club,48.415536,-123.347935,285.0,"401 Moss St, Victoria, BC",Victoria,Daycare
Sir John Franklin Community,49.2825032,-123.0270102,295.0,"250s Skeena St, Vancouver, BC",Vancouver,Elementary Public School
Sir Richard McBride Annex,49.2418307,-123.0850236,145.0,"4750 St. Catherines St, Vancouver, BC",Vancouver,Elementary Public School
Sir Richard McBride Elementary,49.2435479,-123.078242,440.0,"1300 29th Ave E, Vancouver, BC",Vancouver,Elementary Public School
Sir Sandford Fleming Elementary,49.2257307,-123.0766041,440.0,"6363 Lanark St, Vancouver, BC",Vancouver,Elementary Public School
Sir Wilfred Grenfell Community,49.243254,-123.0344682,565.0,"3323 Wellington Ave, Vancouver, BC",Vancouver,Elementary Public School
Sir Wilfrid Laurier Elementary,49.218554,-123.1256136,295.0,"7350 Laurel St, Vancouver, BC",Vancouver,Elementary Public School
Sir William Osler Elementary,49.2313065,-123.1326216,315.0,"5970 Selkirk St, Vancouver, BC",Vancouver,Elementary Public School
Sir Winston Churchill Secondary,49.2203451,-123.1255576,1850.0,"7055 Heather St, Vancouver, BC",Vancouver,Elementary Public School
Sir Wm Van Horne Elementary,49.2318008,-123.1069464,485.0,"5855 Ontario St, Vancouver, BC",Vancouver,Elementary Public School
Sk'aadgaa Naay Elementary,53.2664229,-131.9920052,270.0,"PO Box 1252, Skidegate, BC",Skidegate,Elementary Public School
Sk'elep School of Excellence,50.68193462,-120.2990541,,"365 Pow Wow Trail, Kamloops, BC",Kamloops,Elementary Independent School
Skeena Middle,54.5219256,-128.6079401,650.0,"3411 Munroe St, Terrace, BC",Terrace,Elementary Public School
Skidegate Early Childhood Development Centers,53.276516,-131.98067,193.0,"426 Skidegate Hts, Skidegate, BC",Skidegate,Daycare
Skills For Life Child Care,48.418971,-123.527667,283.0,"3527 Grenadier Rd, Victoria, BC",Victoria,Daycare
Skowkale S'iwesa:Ylhem Childcare Centre,49.13584,-121.944302,190.0,"46337 Smokehouse Rd, Chilliwack, BC",Chilliwack,Daycare
Skwo:Wech Children's Center,49.226579,-122.899941,157.0,"331 Richmond St, New Westminster, BC",New Westminster,Daycare
Skwo:wech,49.2265791,-122.8999411,530.0,"331 Richmond St, New Westminster, BC",New Westminster,Elementary Public School
Sky's The Limit Childcare,53.94632,-122.757964,63.0,"2319 mcmillan Dr, Prince George, BC",Prince George,Daycare
Skyline Alternate School,52.1334289,-122.1457161,,"320 Second Ave N, Williams Lake, BC",Williams Lake,Secondary Public School
Skyridge Montessori - Group Child Care (30 Months To School),49.756695,-123.129414,315.0,"41273 Horizon Dr, Squamish, BC",Squamish,Daycare
Skyridge Montessori Elementary,49.7565719,-123.1292874,,"41273 Horizon Dr, Squamish, BC",Squamish,Elementary Jr. Secondary Independent School
Sleepy Cloud Daycare,49.17791,-121.96556,290.0,"45499 Lewis Ave, Chilliwack, BC",Chilliwack,Daycare
Slelemw Child Development Centre,48.581108,-123.453716,218.0,"7449 West Saanich Rd, Brentwood Bay, BC",Brentwood Bay,Daycare
Slesse Child Care Facility,49.074528,-121.829392,185.0,"50501 O'byrne Rd, Chilliwack, BC",Chilliwack,Daycare
Small Batch Family Care,49.689238,-116.005122,197.0,"500 Stemwinder Dr, Kimberley, BC",Kimberley,Daycare
Small Beginnings Preschool - Little Leaders Childcare,49.056152,-122.427207,236.0,"2975 Bradner Rd, Abbotsford, BC",Abbotsford,Daycare
Small Blessings Family Childcare,50.713924,-120.358035,350.0,"529 Collingwood Dr, Kamloops, BC",Kamloops,Daycare
